Fund,ISIN,Index,Sector,Allocation
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,Consumer Discretionary,18.66
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,Industrials,18.27
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,EURO STOXX 50,Technology,18.06
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Other,38.25
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Consumer Discretionary,20.84
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Financials,14.0
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Technology,13.88
Lyxor 1 EURO STOXX 50® UCITS ETF,DE000ETF9504,EURO STOXX 50,Industrials,13.03
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Other,25.24
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Financials,19.73
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Consumer Discretionary,18.68
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Industrials,18.28
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,EURO STOXX 50,Technology,18.07
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Financials,24.73
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Technology,23.19
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Consumer Discretionary,20.97
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Other,18.96
Deka EURO STOXX 50 (thesaurierend) UCITS ETF,DE000ETFL466,EURO STOXX 50,Industrials,12.15
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Other,25.12
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Financials,19.63
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Consumer Discretionary,18.7
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Industrials,18.29
Amundi EURO STOXX 50 II UCITS ETF Acc,FR0007054358,EURO STOXX 50,Technology,18.26
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Other,25.16
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Financials,19.75
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Consumer Discretionary,18.69
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Industrials,18.3
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012739431,EURO STOXX 50,Technology,18.1
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Other,25.16
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Financials,19.75
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Consumer Discretionary,18.69
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Industrials,18.3
BNP Paribas Easy EURO STOXX 50 UCITS ETF,FR0012740983,EURO STOXX 50,Technology,18.1
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Other,25.42
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Financials,19.68
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Consumer Discretionary,18.63
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Industrials,18.24
iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EURO STOXX 50,Technology,18.03
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Other,25.21
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Financials,19.72
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Consumer Discretionary,18.7
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Industrials,18.28
HSBC EURO STOXX 50 UCITS ETF EUR,IE00B4K6B022,EURO STOXX 50,Technology,18.09
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Other,25.37
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Financials,19.69
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Consumer Discretionary,18.65
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Industrials,18.25
iShares Core EURO STOXX 50 UCITS ETF (Acc),IE00B53L3W79,EURO STOXX 50,Technology,18.04
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Other,25.53
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Financials,19.64
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Consumer Discretionary,18.61
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Industrials,18.21
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,LU0136234068,EURO STOXX 50,Technology,18.01
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Other,25.16
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Financials,19.74
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Consumer Discretionary,18.71
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Industrials,18.31
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,EURO STOXX 50,Technology,18.08
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Other,25.16
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Financials,19.74
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Consumer Discretionary,18.71
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Industrials,18.31
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,EURO STOXX 50,Technology,18.08
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Other,29.98
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Consumer Discretionary,21.96
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Financials,18.8
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Industrials,15.07
Lyxor Core EURO STOXX 50 (DR) UCITS ETF Acc,LU0908501215,EURO STOXX 50,Technology,14.19
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Other,25.12
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Financials,19.63
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Consumer Discretionary,18.7
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Industrials,18.29
Amundi EURO STOXX 50 UCITS ETF EUR (C),LU1681047236,EURO STOXX 50,Technology,18.26
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Other,25.12
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Financials,19.63
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Consumer Discretionary,18.7
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Industrials,18.29
Amundi EURO STOXX 50 UCITS ETF EUR (D),LU1681047319,EURO STOXX 50,Technology,18.26
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Financials,36.72
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Other,25.88
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Utilities,16.1
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Consumer Discretionary,13.29
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,EURO STOXX Quality Dividend 50,Energy,8.01
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Financials,56.92
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Other,20.54
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Utilities,9.17
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Consumer Discretionary,8.13
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE),DE0002635281,EURO STOXX Select Dividend 30,Consumer Staples,5.24
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Financials,56.85
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Other,20.64
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Utilities,9.16
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Consumer Discretionary,8.12
Deka EURO STOXX Select Dividend 30 UCITS ETF,DE000ETFL078,EURO STOXX Select Dividend 30,Consumer Staples,5.23
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Financials,56.92
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Other,20.54
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Utilities,9.17
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Consumer Discretionary,8.13
iShares Euro Dividend UCITS ETF,IE00B0M62S72,EURO STOXX Select Dividend 30,Consumer Staples,5.24
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Financials,42.95
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Other,27.82
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Consumer Discretionary,11.24
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Utilities,10.07
ComStage EURO STOXX Select Dividend 30 UCITS ETF,LU0378434236,EURO STOXX Select Dividend 30,Industrials,7.92
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Other,42.69
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Industrials,21.47
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Financials,15.71
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Basic Materials,10.96
iShares EURO STOXX Small UCITS ETF,IE00B02KXM00,EURO STOXX Small,Utilities,9.17
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Other,35.62
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Technology,29.33
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Financials,13.96
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Health Care,10.59
Fidelity Global Quality Income UCITS ETF,IE00BYXVGZ48,Fidelity Global Quality Income,Consumer Discretionary,10.5
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,Technology,38.41
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,Other,29.93
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,Health Care,11.27
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,Consumer Discretionary,10.7
Fidelity US Quality Income UCITS ETF,IE00BYXVGX24,Fidelity US Quality Income,Financials,9.69
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,Technology,38.41
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,Other,29.93
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,Health Care,11.27
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,Consumer Discretionary,10.7
Fidelity US Quality Income UCITS ETF Acc,IE00BYXVGY31,Fidelity US Quality Income,Financials,9.69
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Health Care,58.7
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Basic Materials,19.14
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Other,12.43
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Consumer Discretionary,8.44
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Industrials,1.29
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Other,36.14
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Financials,20.91
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Consumer Staples,17.75
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Industrials,14.05
iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,FTSE 100,Health Care,11.15
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Other,35.86
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Financials,21.0
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Consumer Staples,17.83
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Industrials,14.09
HSBC FTSE 100 UCITS ETF GBP,IE00B42TW061,FTSE 100,Health Care,11.22
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Other,36.14
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Financials,20.91
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Consumer Staples,17.75
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Industrials,14.05
iShares Core FTSE 100 UCITS ETF GBP (Acc),IE00B53HP851,FTSE 100,Health Care,11.15
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Other,38.75
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Financials,19.3
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Consumer Staples,17.15
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Industrials,14.02
Vanguard FTSE 100 UCITS ETF Distributing,IE00B810Q511,FTSE 100,Health Care,10.78
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Other,38.75
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Financials,19.3
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Consumer Staples,17.15
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Industrials,14.02
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,IE00BFMXYP42,FTSE 100,Health Care,10.78
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Other,36.2
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Financials,20.9
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Consumer Staples,17.75
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Industrials,14.01
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,LU0136242590,FTSE 100,Health Care,11.14
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Other,35.77
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Financials,21.02
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Consumer Staples,17.86
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Industrials,14.13
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,FTSE 100,Health Care,11.22
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Other,35.77
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Financials,21.02
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Consumer Staples,17.86
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Industrials,14.13
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,FTSE 100,Health Care,11.22
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Other,30.27
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Financials,20.97
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Consumer Staples,17.17
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Industrials,16.65
Amundi ETF FTSE 100 UCITS ETF EUR,LU1437025023,FTSE 100,Health Care,14.94
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Other,30.27
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Financials,20.97
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Consumer Staples,17.17
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Industrials,16.65
Amundi ETF FTSE 100 UCITS ETF GBP,LU1437025296,FTSE 100,Health Care,14.94
HSBC FTSE 250 UCITS ETF GBP,IE00B64PTF05,FTSE 250,Other,39.58
HSBC FTSE 250 UCITS ETF GBP,IE00B64PTF05,FTSE 250,Financials,25.68
HSBC FTSE 250 UCITS ETF GBP,IE00B64PTF05,FTSE 250,Consumer Discretionary,13.96
HSBC FTSE 250 UCITS ETF GBP,IE00B64PTF05,FTSE 250,Industrials,13.12
HSBC FTSE 250 UCITS ETF GBP,IE00B64PTF05,FTSE 250,Real Estate,7.66
Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,IE00BFMXVQ44,FTSE 250,Other,40.54
Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,IE00BFMXVQ44,FTSE 250,Financials,27.3
Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,IE00BFMXVQ44,FTSE 250,Industrials,12.41
Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,IE00BFMXVQ44,FTSE 250,Consumer Discretionary,12.11
Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,IE00BFMXVQ44,FTSE 250,Real Estate,7.64
Vanguard FTSE 250 UCITS ETF Distributing,IE00BKX55Q28,FTSE 250,Other,40.54
Vanguard FTSE 250 UCITS ETF Distributing,IE00BKX55Q28,FTSE 250,Financials,27.3
Vanguard FTSE 250 UCITS ETF Distributing,IE00BKX55Q28,FTSE 250,Industrials,12.41
Vanguard FTSE 250 UCITS ETF Distributing,IE00BKX55Q28,FTSE 250,Consumer Discretionary,12.11
Vanguard FTSE 250 UCITS ETF Distributing,IE00BKX55Q28,FTSE 250,Real Estate,7.64
Xtrackers FTSE 250 UCITS ETF 1D,LU0292097317,FTSE 250,Other,39.61
Xtrackers FTSE 250 UCITS ETF 1D,LU0292097317,FTSE 250,Financials,25.67
Xtrackers FTSE 250 UCITS ETF 1D,LU0292097317,FTSE 250,Consumer Discretionary,13.91
Xtrackers FTSE 250 UCITS ETF 1D,LU0292097317,FTSE 250,Industrials,13.12
Xtrackers FTSE 250 UCITS ETF 1D,LU0292097317,FTSE 250,Real Estate,7.69
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Other,38.8
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Financials,21.7
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Consumer Staples,15.87
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Industrials,13.92
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,FTSE All-Share,Health Care,9.71
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Other,38.8
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Financials,21.7
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Consumer Staples,15.87
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Industrials,13.92
SPDR FTSE UK All Share UCITS ETF,IE00BD5FCF91,FTSE All-Share,Health Care,9.71
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,Other,38.44
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,Technology,26.88
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,Financials,14.05
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,Consumer Discretionary,11.35
Invesco FTSE All-World UCITS ETF Dist,IE0000QLH0G6,FTSE All-World,Industrials,9.28
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,Other,38.44
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,Technology,26.88
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,Financials,14.05
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,Consumer Discretionary,11.35
Invesco FTSE All-World UCITS ETF Acc,IE000716YHJ7,FTSE All-World,Industrials,9.28
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,Other,38.42
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,Technology,26.02
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,Financials,14.88
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,Consumer Discretionary,10.85
Vanguard FTSE All-World UCITS ETF ,IE00B3RBWM25,FTSE All-World,Industrials,9.83
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Other,43.26
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Financials,27.28
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Industrials,10.39
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Consumer Staples,10.04
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,IE00B8GKDB10,FTSE All-World High Dividend Yield,Health Care,9.03
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,IE00BK5BR626,FTSE All-World High Dividend Yield,Other,43.26
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,IE00BK5BR626,FTSE All-World High Dividend Yield,Financials,27.28
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,IE00BK5BR626,FTSE All-World High Dividend Yield,Industrials,10.39
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,IE00BK5BR626,FTSE All-World High Dividend Yield,Consumer Staples,10.04
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,IE00BK5BR626,FTSE All-World High Dividend Yield,Health Care,9.03
Vanguard FTSE Developed World UCITS ETF Acc,IE00BK5BQV03,FTSE Developed,Other,39.61
Vanguard FTSE Developed World UCITS ETF Acc,IE00BK5BQV03,FTSE Developed,Technology,26.16
Vanguard FTSE Developed World UCITS ETF Acc,IE00BK5BQV03,FTSE Developed,Financials,13.84
Vanguard FTSE Developed World UCITS ETF Acc,IE00BK5BQV03,FTSE Developed,Consumer Discretionary,10.44
Vanguard FTSE Developed World UCITS ETF Acc,IE00BK5BQV03,FTSE Developed,Industrials,9.95
Vanguard FTSE Developed World UCITS ETF Distributing,IE00BKX55T58,FTSE Developed,Other,39.61
