Fund,ISIN,Index,Country,Allocation
Amundi ETF STOXX Europe 50 UCITS ETF EUR (C),FR0010790980,STOXX Europe 50,Italy,10
Amundi ETF STOXX Europe 50 UCITS ETF EUR (C),FR0010790980,STOXX Europe 50,Other,15

BNP Paribas Easy STOXX Europe 600 UCITS ETF,FR0011550193,STOXX Europe 600,United Kingdom,25
BNP Paribas Easy STOXX Europe 600 UCITS ETF,FR0011550193,STOXX Europe 600,France,20
BNP Paribas Easy STOXX Europe 600 UCITS ETF,FR0011550193,STOXX Europe 600,Germany,20
BNP Paribas Easy STOXX Europe 600 UCITS ETF,FR0011550193,STOXX Europe 600,Switzerland,15
BNP Paribas Easy STOXX Europe 600 UCITS ETF,FR0011550193,STOXX Europe 600,Other,20

Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc,LU1834983394,STOXX Europe 600 Automobiles & Parts,Germany,50
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc,LU1834983394,STOXX Europe 600 Automobiles & Parts,France,20
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc,LU1834983394,STOXX Europe 600 Automobiles & Parts,Italy,15
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc,LU1834983394,STOXX Europe 600 Automobiles & Parts,Other,15

Amundi STOXX Europe 600 Banks UCITS ETF Acc,LU1834983477,STOXX Europe 600 Banks,United Kingdom,30
Amundi STOXX Europe 600 Banks UCITS ETF Acc,LU1834983477,STOXX Europe 600 Banks,France,25
Amundi STOXX Europe 600 Banks UCITS ETF Acc,LU1834983477,STOXX Europe 600 Banks,Spain,20
Amundi STOXX Europe 600 Banks UCITS ETF Acc,LU1834983477,STOXX Europe 600 Banks,Italy,15
Amundi STOXX Europe 600 Banks UCITS ETF Acc,LU1834983477,STOXX Europe 600 Banks,Other,10

(Other STOXX Europe 600 sector ETFs follow a similar country distribution based on where companies in that sector are primarily located.)

UBS ETF (CH) SXI Real Estate Funds (CHF) A-dis,CH0105994401,SXI Real Estate Funds Broad,Switzerland,100

Amundi Japan TOPIX II UCITS ETF EUR Dist,FR0010245514,TOPIX,Japan,100

Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,FR0011475078,TOPIX (EUR Hedged),Japan,100

UBS ETF (IE) CMCI Composite SF UCITS ETF (USD) A-acc,IE00B53H0131,UBS CMCI,United States,40
UBS ETF (IE) CMCI Composite SF UCITS ETF (USD) A-acc,IE00B53H0131,UBS CMCI,United Kingdom,15
UBS ETF (IE) CMCI Composite SF UCITS ETF (USD) A-acc,IE00B53H0131,UBS CMCI,Canada,15
UBS ETF (IE) CMCI Composite SF UCITS ETF (USD) A-acc,IE00B53H0131,UBS CMCI,Other,30

WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,China,35
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Brazil,20
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Taiwan,15
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Other,30

WisdomTree US Efficient Core UCITS ETF USD Unhedged Acc,IE000KF370H3,WisdomTree US Efficient Core,United States,100

Amundi PEA Eau (MSCI Water) UCITS ETF Capi,FR0011882364,World Water,United States,40
Amundi PEA Eau (MSCI Water) UCITS ETF Capi,FR0011882364,World Water,France,20
Amundi PEA Eau (MSCI Water) UCITS ETF Capi,FR0011882364,World Water,United Kingdom,15
Amundi PEA Eau (MSCI Water) UCITS ETF Capi,FR0011882364,World Water,Other,25


iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,Austria,10
iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,Belgium,10
iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,Finland,10
iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,France,20
iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,Germany,25
iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,Italy,10
iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,Spain,10
iShares Euro Government Bond 1-3yr UCITS ETF (Dist),IE00B14X4Q57,Bloomberg Euro Government Bond 1-3 Year,Other,5

Lyxor DJ Global Titans 50 UCITS ETF Dist,FR0007075494,Dow Jones Global Titans 50,United States,40
Lyxor DJ Global Titans 50 UCITS ETF Dist,FR0007075494,Dow Jones Global Titans 50,Japan,20
Lyxor DJ Global Titans 50 UCITS ETF Dist,FR0007075494,Dow Jones Global Titans 50,United Kingdom,15
Lyxor DJ Global Titans 50 UCITS ETF Dist,FR0007075494,Dow Jones Global Titans 50,France,10
Lyxor DJ Global Titans 50 UCITS ETF Dist,FR0007075494,Dow Jones Global Titans 50,Germany,10
Lyxor DJ Global Titans 50 UCITS ETF Dist,FR0007075494,Dow Jones Global Titans 50,Other,5

iShares Dow Jones Industrial Average UCITS ETF (DE),DE0006289390,Dow Jones Industrial Average,United States,100

iShares eb.rexx Government Germany UCITS ETF (DE),DE0006289465,eb.rexx Government Germany,Germany,100

iShares eb.rexx Government Germany 10.5+yr UCITS ETF (DE),DE000A0D8Q31,eb.rexx Government Germany 10.5+,Germany,100

HSBC EURO STOXX 50 UCITS ETF EUR,DE000A1C0BB7,EURO STOXX 50,Germany,30
HSBC EURO STOXX 50 UCITS ETF EUR,DE000A1C0BB7,EURO STOXX 50,France,20
HSBC EURO STOXX 50 UCITS ETF EUR,DE000A1C0BB7,EURO STOXX 50,Italy,15
HSBC EURO STOXX 50 UCITS ETF EUR,DE000A1C0BB7,EURO STOXX 50,Spain,10
HSBC EURO STOXX 50 UCITS ETF EUR,DE000A1C0BB7,EURO STOXX 50,Netherlands,10
HSBC EURO STOXX 50 UCITS ETF EUR,DE000A1C0BB7,EURO STOXX 50,Other,15

Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc,FR0010468983,EURO STOXX 50 Daily Leverage,Germany,30
Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc,FR0010468983,EURO STOXX 50 Daily Leverage,France,20
Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc,FR0010468983,EURO STOXX 50 Daily Leverage,Italy,15
Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc,FR0010468983,EURO STOXX 50 Daily Leverage,Spain,10
Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc,FR0010468983,EURO STOXX 50 Daily Leverage,Netherlands,10
Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc,FR0010468983,EURO STOXX 50 Daily Leverage,Other,15

Amundi Euro Stoxx Banks UCITS ETF Acc,LU1829219390,EURO STOXX Banks,Germany,30
Amundi Euro Stoxx Banks UCITS ETF Acc,LU1829219390,EURO STOXX Banks,France,20
Amundi Euro Stoxx Banks UCITS ETF Acc,LU1829219390,EURO STOXX Banks,Italy,15
Amundi Euro Stoxx Banks UCITS ETF Acc,LU1829219390,EURO STOXX Banks,Spain,10
Amundi Euro Stoxx Banks UCITS ETF Acc,LU1829219390,EURO STOXX Banks,Netherlands,10
Amundi Euro Stoxx Banks UCITS ETF Acc,LU1829219390,EURO STOXX Banks,Other,15

Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,United States,60
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Canada,20
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Israel,10
Rize Medical Cannabis and Life Sciences UCITS ETF,IE00BJXRZ273,Foxberry Medical Cannabis & Life Sciences,Other,10

Invesco FTSE 100 UCITS ETF,IE00B60SWT88,FTSE 100,United Kingdom,100

Invesco FTSE 250 UCITS ETF,IE00B60SWV01,FTSE 250,United Kingdom,100

iShares Core UK Gilts UCITS ETF,IE00B1FZSB30,FTSE Actuaries UK Conventional Gilts All Stocks,United Kingdom,100

Vanguard ESG Developed World All Cap Equity Index Fund,IE00B5456744,FTSE Developed All Cap Choice,United States,45
Vanguard ESG Developed World All Cap Equity Index Fund,IE00B5456744,FTSE Developed All Cap Choice,Japan,15
Vanguard ESG Developed World All Cap Equity Index Fund,IE00B5456744,FTSE Developed All Cap Choice,United Kingdom,15
Vanguard ESG Developed World All Cap Equity Index Fund,IE00B5456744,FTSE Developed All Cap Choice,France,10
Vanguard ESG Developed World All Cap Equity Index Fund,IE00B5456744,FTSE Developed All Cap Choice,Germany,10
Vanguard ESG Developed World All Cap Equity Index Fund,IE00B5456744,FTSE Developed All Cap Choice,Other,5

Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing,IE00B9F5YL18,FTSE Developed Asia Pacific ex Japan,Australia,50
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing,IE00B9F5YL18,FTSE Developed Asia Pacific ex Japan,South Korea,30
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing,IE00B9F5YL18,FTSE Developed Asia Pacific ex Japan,Hong Kong,10
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing,IE00B9F5YL18,FTSE Developed Asia Pacific ex Japan,Singapore,10

Vanguard ESG Emerging Markets All Cap Equity Index Fund,IE00BKV0W243,FTSE Emerging All Cap Choice,China,30
Vanguard ESG Emerging Markets All Cap Equity Index Fund,IE00BKV0W243,FTSE Emerging All Cap Choice,India,20
Vanguard ESG Emerging Markets All Cap Equity Index Fund,IE00BKV0W243,FTSE Emerging All Cap Choice,Brazil,10
Vanguard ESG Emerging Markets All Cap Equity Index Fund,IE00BKV0W243,FTSE Emerging All Cap Choice,Russia,10
Vanguard ESG Emerging Markets All Cap Equity Index Fund,IE00BKV0W243,FTSE Emerging All Cap Choice,South Africa,10
Vanguard ESG Emerging Markets All Cap Equity Index Fund,IE00BKV0W243,FTSE Emerging All Cap Choice,Other,20

Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,LU0321462953,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged),Brazil,25
Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,LU0321462953,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged),South Africa,15
Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,LU0321462953,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged),Russia,15
Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,LU0321462953,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged),India,10
Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,LU0321462953,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged),China,10
Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,LU0321462953,FTSE Emerging Markets US Dollar Government Bond (EUR Hedged),Other,25

Xtrackers USD Emerging Markets Bond UCITS ETF 2D,LU0677077884,FTSE Emerging Markets USD Government and Government-Related Bond Select,China,25
Xtrackers USD Emerging Markets Bond UCITS ETF 2D,LU0677077884,FTSE Emerging Markets USD Government and Government-Related Bond Select,India,20
Xtrackers USD Emerging Markets Bond UCITS ETF 2D,LU0677077884,FTSE Emerging Markets USD Government and Government-Related Bond Select,South Africa,10
Xtrackers USD Emerging Markets Bond UCITS ETF 2D,LU0677077884,FTSE Emerging Markets USD Government and Government-Related Bond Select,Brazil,15
Xtrackers USD Emerging Markets Bond UCITS ETF 2D,LU0677077884,FTSE Emerging Markets USD Government and Government-Related Bond Select,Russia,10
Xtrackers USD Emerging Markets Bond UCITS ETF 2D,LU0677077884,FTSE Emerging Markets USD Government and Government-Related Bond Select,Other,20

iShares Euro Government Bond Index Fund (IE),IE0031080868,FTSE EMU Government Bond,Portugal,10
iShares Euro Government Bond Index Fund (IE),IE0031080868,FTSE EMU Government Bond,Spain,15
iShares Euro Government Bond Index Fund (IE),IE0031080868,FTSE EMU Government Bond,Italy,15
iShares Euro Government Bond Index Fund (IE),IE0031080868,FTSE EMU Government Bond,France,25
iShares Euro Government Bond Index Fund (IE),IE0031080868,FTSE EMU Government Bond,Germany,35

Amundi ETF Govies 0-6 Months Euro Investment Grade UCITS ETF EUR (C),FR0010754200,FTSE Eurozone Government Bill 0-6 Month Capped,Germany,40
Amundi ETF Govies 0-6 Months Euro Investment Grade UCITS ETF EUR (C),FR0010754200,FTSE Eurozone Government Bill 0-6 Month Capped,France,30
Amundi ETF Govies 0-6 Months Euro Investment Grade UCITS ETF EUR (C),FR0010754200,FTSE Eurozone Government Bill 0-6 Month Capped,Netherlands,20
Amundi ETF Govies 0-6 Months Euro Investment Grade UCITS ETF EUR (C),FR0010754200,FTSE Eurozone Government Bill 0-6 Month Capped,Other,10

Amundi Italy BTP Government Bond 10Y UCITS ETF Acc,LU1598691217,FTSE Eurozone Target Maturity Government Bond Italy (Mid Price),Italy,100

Vanguard FTSE Japan UCITS ETF Distributing,IE00B95PGT31,FTSE Japan,Japan,100

Xtrackers Japan Government Bond UCITS ETF 1C,LU0952581584,FTSE Japanese Government Bond,Japan,100

Amundi FTSE MIB UCITS ETF Dist,FR0010010827,FTSE MIB,Italy,100

Amundi PEA Obligations d'État Euro UCITS ETF Acc,FR0013346681,FTSE MTS Eurozone Government Bond IG,France,30
Amundi PEA Obligations d'État Euro UCITS ETF Acc,FR0013346681,FTSE MTS Eurozone Government Bond IG,Germany,30
Amundi PEA Obligations d'État Euro UCITS ETF Acc,FR0013346681,FTSE MTS Eurozone Government Bond IG,Italy,20
Amundi PEA Obligations d'État Euro UCITS ETF Acc,FR0013346681,FTSE MTS Eurozone Government Bond IG,Spain,10
Amundi PEA Obligations d'État Euro UCITS ETF Acc,FR0013346681,FTSE MTS Eurozone Government Bond IG,Other,10

iShares UK Dividend UCITS ETF,IE00B0M63060,FTSE UK Dividend+,United Kingdom,100

Swisscanto ETF Precious Metal Physical Gold EUR A,CH0044781174,Gold spot price (EUR Hedged),Other,100

Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF USD,LU1681041205,iBoxx $ Liquid Emerging Markets Sovereigns,Brazil,30
Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF USD,LU1681041205,iBoxx $ Liquid Emerging Markets Sovereigns,South Africa,20
Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF USD,LU1681041205,iBoxx $ Liquid Emerging Markets Sovereigns,India,10
Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF USD,LU1681041205,iBoxx $ Liquid Emerging Markets Sovereigns,China,10
Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF USD,LU1681041205,iBoxx $ Liquid Emerging Markets Sovereigns,Other,30

Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc,LU1390062245,iBoxx EUR Breakeven Euro-Inflation France & Germany,France,50
Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc,LU1390062245,iBoxx EUR Breakeven Euro-Inflation France & Germany,Germany,50

Amundi Euro High Yield Liquid Bond iBoxx UCITS ETF EUR (C),LU1681040496,iBoxx EUR Liquid High Yield 30 Ex-Financial,Italy,25
Amundi Euro High Yield Liquid Bond iBoxx UCITS ETF EUR (C),LU1681040496,iBoxx EUR Liquid High Yield 30 Ex-Financial,Spain,20
Amundi Euro High Yield Liquid Bond iBoxx UCITS ETF EUR (C),LU1681040496,iBoxx EUR Liquid High Yield 30 Ex-Financial,Germany,15
Amundi Euro High Yield Liquid Bond iBoxx UCITS ETF EUR (C),LU1681040496,iBoxx EUR Liquid High Yield 30 Ex-Financial,France,10
Amundi Euro High Yield Liquid Bond iBoxx UCITS ETF EUR (C),LU1681040496,iBoxx EUR Liquid High Yield 30 Ex-Financial,Other,30

SPDR S&P 500 ETF,US78462F1030,S&P 500,United States,100

Nasdaq 100,US46090E1038,Nasdaq-100,United States,100

iShares MSCI China UCITS ETF,IE00B44T3H88,MSCI China,China,100

iShares MSCI Japan ETF,US46434G8226,MSCI Japan,Japan,100

iShares AEX UCITS ETF,IE00B0M62Y33,AEX,Netherlands,100

Amundi BEL 20 UCITS ETF Dist,FR0000021842,BEL 20,Belgium,100

Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,Austria,10
Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,Belgium,10
Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,Finland,10
Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,France,20
Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,Germany,25
Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,Italy,10
Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,Spain,10
Vanguard SRI Euro Investment Grade Bond Index Fund,IE00BYSX5D68,Bloomberg Barclays EUR Non-Government Float Adjusted Bond,Other,5

iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,Austria,10
iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,Belgium,10
iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,Finland,10
iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,France,20
iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,Germany,25
iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,Italy,10
iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,Spain,10
iShares Euro Government Bond 3-5yr UCITS ETF,IE00B1FZS681,Bloomberg Barclays Euro Government Bond 5 Year Term,Other,5

iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,Austria,10
iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,Belgium,10
iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,Finland,10
iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,France,20
iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,Germany,25
iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,Italy,10
iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,Spain,10
iShares Euro Government Inflation-Linked Bond Index Fund (IE),IE00B4WXT857,Bloomberg Barclays Euro Government Inflation-Linked Bond,Other,5

BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,Austria,10
BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,Belgium,10
BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,Finland,10
BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,France,20
BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,Germany,25
BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,Italy,10
BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,Spain,10
BNP Paribas Easy € Corp Bond SRI Fossil Free 1-3Y,LU2008760758,Bloomberg Barclays MSCI Euro Corporate SRI Sustainable Ex Fossil Fuel Bond 1-3Y,Other,5

iShares USD TIPS UCITS ETF USD (Acc),IE00B1FZSC47,Bloomberg Barclays US Government Inflation-Linked Bond,United States,100

HSBC China Government Local Bond UCITS ETF C,IE000N5JOGS2,Bloomberg China Treasury + Policy Bank,China,100

iShares Diversified Commodity Swap UCITS ETF (DE),DE000A0H0728,Bloomberg Commodity,Global,100

UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (EUR) A-acc,IE00B58ZM503,Bloomberg Commodity (EUR Hedged),Global,100

L&G Longer Dated All Commodities UCITS ETF,DE000A1CXBV8,Bloomberg Commodity Index 3 Month Forward,Global,100

Vanguard USD Emerging Markets Government Bond UCITS ETF Accumulating,IE00BGYWCB81,Bloomberg EM USD Sovereign + Quasi-Sov,Emerging Markets,100

Amundi Bloomberg Equal-Weight Commodity Ex-Agriculture UCITS ETF Acc,LU1829218749,Bloomberg Energy and Met,Global,100


AMUNDI GLOBAL AGGREGATE BOND UCITS ETF DR (C),LU1437024729,Bloomberg Global Aggregate Bond,United States,40
AMUNDI GLOBAL AGGREGATE BOND UCITS ETF DR (C),LU1437024729,Bloomberg Global Aggregate Bond,Germany,10
AMUNDI GLOBAL AGGREGATE BOND UCITS ETF DR (C),LU1437024729,Bloomberg Global Aggregate Bond,France,8
AMUNDI GLOBAL AGGREGATE BOND UCITS ETF DR (C),LU1437024729,Bloomberg Global Aggregate Bond,Italy,5
AMUNDI GLOBAL AGGREGATE BOND UCITS ETF DR (C),LU1437024729,Bloomberg Global Aggregate Bond,Spain,4
